0.380952381,0.116883117,0.121212121,0.112554113,0.268398268
0.354497354,0.084656085,0.150793651,0.130952381,0.279100529
0.471698113,0.080188679,0.122641509,0.056603774,0.268867925
0.420849421,0.090733591,0.115830116,0.115830116,0.256756757
0.409090909,0.071428571,0.201298701,0.142857143,0.175324675
0.365853659,0.12195122,0.124168514,0.088691796,0.299334812
0.423799582,0.100208768,0.123173278,0.075156576,0.277661795
0.353932584,0.05758427,0.133426966,0.153089888,0.301966292
0.432735426,0.080717489,0.125560538,0.118834081,0.242152466
0.34439834,0.082987552,0.182572614,0.087136929,0.302904564
0.345132743,0.1179941,0.1179941,0.10619469,0.312684366
0.346827133,0.119256018,0.140043764,0.130196937,0.263676149
0.418397626,0.080118694,0.154302671,0.154302671,0.192878338
0.43715847,0.076502732,0.087431694,0.071038251,0.327868852
0.348534202,0.110749186,0.175895765,0.110749186,0.254071661
0.379032258,0.040322581,0.25,0.056451613,0.274193548
0.344827586,0.103448276,0.195402299,0.183908046,0.172413793
0.383211679,0.116788321,0.107664234,0.107664234,0.284671533
0.396907216,0.097938144,0.118556701,0.12371134,0.262886598
0.377906977,0.087209302,0.151162791,0.162790698,0.220930233
0.420348059,0.057563588,0.144578313,0.136546185,0.240963855
0.384142937,0.113902848,0.125069793,0.102177554,0.274706868
0.472324723,0.070110701,0.118081181,0.125461255,0.21402214
0.431952663,0.076923077,0.133136095,0.121301775,0.236686391
0.356125356,0.128205128,0.168091168,0.128205128,0.219373219
0.458033573,0.057553957,0.139088729,0.119904077,0.225419664
0.359589041,0.102739726,0.130136986,0.143835616,0.26369863
0.376661743,0.100443131,0.137370753,0.143279173,0.242245199
0.3847981,0.103325416,0.156769596,0.135391924,0.219714964
0.503184713,0.050955414,0.101910828,0.114649682,0.229299363
0.416842105,0.170526316,0.117894737,0.058947368,0.235789474
0.341555977,0.110056926,0.15370019,0.119544592,0.275142315
0.409181637,0.089820359,0.125748503,0.115768463,0.259481038
0.431893688,0.156146179,0.083056478,0.069767442,0.259136213
0.395973154,0.100671141,0.157718121,0.110738255,0.234899329
0.402097902,0.082167832,0.129370629,0.125874126,0.26048951
0.397091723,0.074944072,0.137583893,0.111856823,0.27852349
0.340214067,0.089449541,0.126911315,0.116972477,0.326452599
0.377483444,0.119205298,0.103752759,0.08388521,0.315673289
0.377990431,0.084529506,0.124401914,0.098883573,0.314194577
0.359139785,0.133333333,0.124731183,0.096774194,0.286021505
0.593073593,0.121212121,0.064935065,0.043290043,0.177489177
0.357638889,0.018229167,0.126736111,0.138020833,0.359375
0.383747178,0.097065463,0.148984199,0.069977427,0.300225734
0.431893688,0.156146179,0.083056478,0.069767442,0.259136213
0.296686747,0.05873494,0.161144578,0.134036145,0.34939759
0.374798061,0.093699515,0.153473344,0.124394184,0.253634895
0.383879781,0.072404372,0.152322404,0.119535519,0.271857923
0.51827957,0.113978495,0.083870968,0.066666667,0.217204301
0.375446961,0.108462455,0.127532777,0.113230036,0.275327771
0.402489627,0.101659751,0.109958506,0.101659751,0.284232365
0.42919708,0.077372263,0.097810219,0.084671533,0.310948905
0.427835052,0.090206186,0.152061856,0.118556701,0.211340206
0.383404864,0.107296137,0.113018598,0.075822604,0.320457797
0.401234568,0.092592593,0.135802469,0.12962963,0.240740741
0.408256881,0.091743119,0.151376147,0.137614679,0.211009174
0.390438247,0.107569721,0.123505976,0.107569721,0.270916335
0.37388724,0.077151335,0.160237389,0.142433234,0.246290801
0.468468468,0.045045045,0.112612613,0.13963964,0.234234234
0.394984326,0.07523511,0.153605016,0.153605016,0.222570533
0.36056338,0.123943662,0.133802817,0.132394366,0.249295775
0.428961749,0.06010929,0.120218579,0.131147541,0.259562842
0.32594235,0.137472284,0.137472284,0.11751663,0.281596452
0.362054681,0.077050539,0.125103563,0.123446562,0.312344656
0.32,0.08,0.177142857,0.102857143,0.32
0.358974359,0.084464555,0.129713424,0.117647059,0.309200603
0.443298969,0.048109966,0.116838488,0.089347079,0.302405498
0.380555556,0.097222222,0.152777778,0.125,0.244444444
0.489795918,0.093294461,0.093294461,0.043731778,0.279883382
0.35483871,0.082949309,0.165898618,0.122119816,0.274193548
0.373831776,0.089719626,0.145794393,0.138317757,0.252336449
0.371428571,0.095918367,0.13877551,0.108163265,0.285714286
0.403125,0.078125,0.134375,0.140625,0.24375
0.3575,0.1125,0.075,0.1575,0.2975
0.367412141,0.057507987,0.129392971,0.097444089,0.348242812
0.503067485,0.055214724,0.134969325,0.165644172,0.141104294
0.321290323,0.081290323,0.149677419,0.126451613,0.321290323
0.442666667,0.061333333,0.133333333,0.098666667,0.264
0.416326531,0.089795918,0.13877551,0.130612245,0.224489796
0.443396226,0.166666667,0.116352201,0.034591195,0.238993711
0.342307692,0.103846154,0.165384615,0.123076923,0.265384615
0.446308725,0.104026846,0.127516779,0.120805369,0.201342282
0.342291372,0.120226308,0.120226308,0.117397454,0.299858557
0.319293478,0.066576087,0.130434783,0.14673913,0.336956522
0.388059701,0.037313433,0.179104478,0.082089552,0.313432836
0.386666667,0.081333333,0.112,0.114666667,0.305333333
0.321721311,0.084016393,0.145491803,0.145491803,0.303278689
0.448598131,0.062305296,0.118380062,0.124610592,0.246105919
0.381132075,0.118867925,0.150943396,0.105660377,0.243396226
0.335694051,0.104815864,0.16713881,0.130311615,0.26203966
0.446428571,0.071428571,0.135204082,0.091836735,0.255102041
0.327327327,0.145645646,0.081081081,0.087087087,0.358858859
0.418326693,0.089641434,0.125498008,0.133466135,0.233067729
0.523364486,0.039719626,0.119158879,0.10046729,0.21728972
0.41163311,0.10738255,0.116331096,0.078299776,0.286353468
0.362017804,0.118694362,0.135014837,0.136498516,0.247774481
0.338983051,0.108474576,0.111864407,0.108474576,0.33220339
0.421052632,0.064593301,0.16507177,0.102870813,0.246411483
0.358173077,0.09375,0.182692308,0.108173077,0.257211538
0.438967136,0.093896714,0.100938967,0.077464789,0.288732394
0.41025641,0.107692308,0.105128205,0.069230769,0.307692308
0.514018692,0.065420561,0.121495327,0.093457944,0.205607477
0.484076433,0.050955414,0.121019108,0.095541401,0.248407643
0.318331504,0.073545554,0.141602634,0.137211855,0.329308452
0.409061489,0.097087379,0.12038835,0.096440129,0.277022654
0.418972332,0.079841897,0.133596838,0.139920949,0.227667984
0.317241379,0.091954023,0.156321839,0.147126437,0.287356322
0.375527426,0.11814346,0.128691983,0.099156118,0.278481013
0.315555556,0.086666667,0.126666667,0.166666667,0.304444444
0.306930693,0.089108911,0.178217822,0.158415842,0.267326733
